[PtcServer Acquisition File]
PtcServerVersion=1.0.0.49
[PTC Status]
ID=Potenciostat [kolibrik.net] 1.4C_20161122 (PTC1, PTC-gamma-rC)
Serial=Kl-Ptc-150238
Setpoint=0
Range=15A
Feedback=Vout
OutputEnabled=0
Switches=35264
AutoCalib=3
AutoRange=0
Vout=0.000146073
Vsense=0.0001361543
Vref=-0.001683696
I=0.00571004
[ACQ CV]
Timestamp=2017-01-18 20:44:45.543
StepReduction=1
AvgOnReduction=1
ChannelMask=15
VChannel=1
Start=0
Margin1=-0.05
Margin2=0.05
End=0
Speed=50
Step=0.001
Sweeps=102
WaitFirst=10
WaitStep=2
WaitSweep=1
RelayAfterOff=1
ChannelCount=4
Channel1=Vout
Channel1Src=Tag3/Channel0
Channel2=Vsense
Channel2Src=Tag3/Channel1
Channel3=Vref
Channel3Src=Tag3/Channel2
Channel4=I
Channel4Src=Tag3/Channel3
[DataHeader]
Number	Vout	Vsense	Vref	I
[Data]
882	-0.878444	-0.0429048	-0.001768587	-8.62157
883	-0.879448	-0.0430519	-0.001796425	-8.63134
884	-0.880477	-0.0430938	-0.00181018	-8.64145
885	-0.881486	-0.0431507	-0.001816141	-8.65132
886	-0.882474	-0.0431981	-0.001769013	-8.66114
887	-0.883487	-0.0432481	-0.001786174	-8.67087
888	-0.88437	-0.043355	-0.00176243	-8.68052
889	-0.885413	-0.0433417	-0.001743303	-8.69054
890	-0.886422	-0.0434054	-0.001780868	-8.70039
891	-0.887421	-0.0434842	-0.001793543	-8.71043
892	-0.888472	-0.0435769	-0.001784013	-8.72046
893	-0.889467	-0.043566	-0.001785716	-8.73028
894	-0.890439	-0.0436158	-0.001718281	-8.74015
895	-0.89144	-0.0435988	-0.001804842	-8.74959
896	-0.892438	-0.0436359	-0.001821054	-8.7593
897	-0.893357	-0.043688	-0.001784897	-8.76912
898	-0.894407	-0.0438002	-0.001834023	-8.77915
899	-0.895444	-0.0438386	-0.001838739	-8.78914
900	-0.896448	-0.0438857	-0.001821054	-8.79894
901	-0.897463	-0.043986	-0.001837102	-8.80918
902	-0.898552	-0.0439346	-0.001882429	-8.81932
903	-0.899529	-0.0440645	-0.001860421	-8.82886
904	-0.900471	-0.0440716	-0.00187899	-8.83854
905	-0.90148	-0.0440858	-0.001889667	-8.84808
906	-0.902519	-0.0441951	-0.001854558	-8.85796
907	-0.903459	-0.0442405	-0.001803499	-8.86799
908	-0.904505	-0.0442058	-0.001758237	-8.87766
909	-0.905455	-0.0442962	-0.001820988	-8.88719
910	-0.906447	-0.0444002	-0.001829798	-8.89711
911	-0.907477	-0.0443913	-0.001816436	-8.90664
912	-0.908367	-0.0444176	-0.001836676	-8.91655
913	-0.909416	-0.0445293	-0.001784242	-8.92628
914	-0.910422	-0.0446042	-0.001840213	-8.93623
915	-0.911515	-0.0446481	-0.001858161	-8.94613
916	-0.912501	-0.0447191	-0.001861305	-8.95589
917	-0.913522	-0.0447296	-0.001831796	-8.96589
918	-0.914498	-0.0447278	-0.001835857	-8.97517
919	-0.91547	-0.0448523	-0.00180494	-8.9848
920	-0.916447	-0.0448932	-0.001767047	-8.99435
921	-0.917408	-0.0449401	-0.001799962	-9.00414
922	-0.918467	-0.0450152	-0.001758631	-9.01422
923	-0.919427	-0.0449795	-0.001775595	-9.02397
924	-0.920406	-0.0450891	-0.001734002	-9.03372
925	-0.92142	-0.0450343	-0.001814798	-9.04375
926	-0.922514	-0.0451891	-0.001772779	-9.05372
927	-0.923514	-0.0451942	-0.001784864	-9.06365
928	-0.924492	-0.0452604	-0.001722211	-9.07325
929	-0.925437	-0.0453859	-0.001775923	-9.08318
930	-0.926457	-0.045362	-0.001807659	-9.09272
931	-0.927502	-0.045391	-0.001862648	-9.10251
932	-0.928469	-0.0453591	-0.00177851	-9.11266
933	-0.929417	-0.0454674	-0.001766065	-9.12239
934	-0.930304	-0.045486	-0.001799274	-9.13128
935	-0.931329	-0.0455382	-0.00173862	-9.14113
936	-0.932365	-0.0455789	-0.001794722	-9.15107
937	-0.933371	-0.0456346	-0.001776054	-9.16126
938	-0.934446	-0.0457552	-0.001748248	-9.17098
939	-0.935378	-0.0457238	-0.001751884	-9.1811
940	-0.93644	-0.0458076	-0.001762659	-9.19113
941	-0.937459	-0.0458671	-0.001720475	-9.20087
942	-0.938437	-0.0459179	-0.001831763	-9.21065
943	-0.939402	-0.0459583	-0.001807888	-9.22081
944	-0.940502	-0.0460376	-0.001743139	-9.23079
945	-0.941565	-0.0460605	-0.001709668	-9.24062
946	-0.942497	-0.0460929	-0.001775268	-9.2506
947	-0.943535	-0.0462429	-0.001750181	-9.26008
948	-0.944464	-0.0462302	-0.0017472	-9.26977
949	-0.945532	-0.0462591	-0.001736032	-9.27952
950	-0.946473	-0.046349	-0.00182482	-9.28921
951	-0.947503	-0.0463205	-0.001791971	-9.29931
952	-0.948497	-0.0463868	-0.001733609	-9.30886
953	-0.949456	-0.0464948	-0.001754078	-9.31835
954	-0.950468	-0.0465154	-0.001763052	-9.32814
955	-0.951431	-0.0465495	-0.001806054	-9.33774
956	-0.952405	-0.0466234	-0.001759875	-9.34734
957	-0.953437	-0.0466535	-0.001820825	-9.3573
958	-0.954398	-0.0467783	-0.001749755	-9.36716
959	-0.955426	-0.0468023	-0.001760071	-9.37727
960	-0.956522	-0.0468593	-0.001740192	-9.38666
961	-0.957505	-0.0468162	-0.001759122	-9.39645
962	-0.958533	-0.046818	-0.001739635	-9.40596
963	-0.959447	-0.0469644	-0.001802615	-9.41566
964	-0.960422	-0.0469206	-0.001832025	-9.42522
965	-0.961488	-0.0470304	-0.001789089	-9.43485
966	-0.962451	-0.0470396	-0.001785061	-9.44444
967	-0.963433	-0.0470406	-0.001810017	-9.45421
968	-0.96443	-0.0470918	-0.001739078	-9.46416
969	-0.965441	-0.0471242	-0.00181208	-9.47392
970	-0.96647	-0.0472168	-0.001814471	-9.48398
971	-0.967528	-0.0473181	-0.001836316	-9.49384
972	-0.968456	-0.0473176	-0.001827539	-9.50387
973	-0.969493	-0.047378	-0.001766065	-9.51377
974	-0.970487	-0.0474747	-0.001772484	-9.52374
975	-0.971428	-0.0474666	-0.00180553	-9.53336
976	-0.972488	-0.0474969	-0.001768783	-9.54307
977	-0.973515	-0.0475632	-0.001806349	-9.55305
978	-0.974476	-0.0475947	-0.001815388	-9.56261
979	-0.975475	-0.0476312	-0.001799962	-9.5722
980	-0.976416	-0.0476803	-0.001835464	-9.58191
981	-0.977421	-0.0478307	-0.001750279	-9.59176
982	-0.978452	-0.0478657	-0.001790759	-9.60163
983	-0.979476	-0.0479985	-0.001823248	-9.61141
984	-0.980504	-0.0480292	-0.001842178	-9.62101
985	-0.981398	-0.0480669	-0.00181172	-9.63096
986	-0.982455	-0.0480809	-0.001840049	-9.64082
987	-0.983458	-0.0481657	-0.001796425	-9.65066
988	-0.984485	-0.0482103	-0.001783881	-9.66033
989	-0.985438	-0.0482857	-0.001795934	-9.66971
990	-0.986393	-0.0483267	-0.001798619	-9.67966
991	-0.987426	-0.0483182	-0.00181565	-9.68911
992	-0.98843	-0.048373	-0.001753161	-9.69891
993	-0.989449	-0.0484298	-0.001751163	-9.70844
994	-0.990376	-0.0485168	-0.001750279	-9.71814
995	-0.991539	-0.0485416	-0.001774187	-9.72782
996	-0.992559	-0.0485716	-0.001734133	-9.73765
997	-0.993465	-0.0486025	-0.001800552	-9.74732
998	-0.994452	-0.0487177	-0.001815028	-9.75662
999	-0.995483	-0.0486985	-0.001802615	-9.76642
1000	-0.99652	-0.0487595	-0.001765213	-9.77627
1001	-0.997492	-0.0488421	-0.00179148	-9.78566
1002	-0.998451	-0.048933	-0.001764493	-9.79539
1003	-0.999455	-0.0489427	-0.001759809	-9.80514
1004	-1.000482	-0.0490152	-0.00174101	-9.81499
1005	-1.001378	-0.0490392	-0.001751916	-9.82421
1006	-1.0024	-0.0490279	-0.001727386	-9.83409
1007	-1.003384	-0.0491544	-0.001770486	-9.844
1008	-1.004352	-0.0491777	-0.001731709	-9.8539
1009	-1.005449	-0.0492568	-0.001785028	-9.86373
1010	-1.006409	-0.0492538	-0.001797015	-9.87349
1011	-1.007445	-0.0493258	-0.001811491	-9.88339
1012	-1.008471	-0.0493818	-0.001801862	-9.89304
1013	-1.009529	-0.0494281	-0.001795999	-9.90296
1014	-1.010473	-0.0494725	-0.001817124	-9.91248
1015	-1.011385	-0.049489	-0.001752833	-9.92175
1016	-1.012441	-0.0495234	-0.001777659	-9.93162
1017	-1.013485	-0.0495879	-0.001796261	-9.94123
1018	-1.014445	-0.0496596	-0.00176017	-9.95103
1019	-1.015446	-0.0497052	-0.001757091	-9.9607
1020	-1.016446	-0.0497708	-0.001742877	-9.97032
1021	-1.017514	-0.049777	-0.001746742	-9.98007
1022	-1.018509	-0.0497796	-0.001752899	-9.98992
1023	-1.019496	-0.049856	-0.001728696	-9.99943
1024	-1.020439	-0.0499197	-0.001691949	-10.00891
1025	-1.021439	-0.0499316	-0.001762855	-10.01868
1026	-1.022493	-0.0500144	-0.001807135	-10.02906
1027	-1.023412	-0.0501177	-0.001731447	-10.03821
1028	-1.024313	-0.0501302	-0.00176089	-10.04715
1029	-1.024892	-0.0502169	-0.001739209	-10.05319
1030	-1.025329	-0.0502412	-0.001775465	-10.05622
1031	-1.025341	-0.0502261	-0.001772713	-10.05597
1032	-1.024962	-0.0501833	-0.001733478	-10.05357
1033	-1.02442	-0.0500759	-0.001788958	-10.04888
1034	-1.023805	-0.050129	-0.001747954	-10.0427
1035	-1.023021	-0.0500845	-0.001736556	-10.03569
1036	-1.022181	-0.0500966	-0.001803663	-10.0278
1037	-1.021306	-0.0500494	-0.00180982	-10.01949
1038	-1.020329	-0.0499916	-0.001847746	-10.01074
1039	-1.019357	-0.0498903	-0.001814569	-10.00174
1040	-1.018499	-0.0499136	-0.00186029	-9.99274
1041	-1.017488	-0.0498544	-0.001790235	-9.98385
1042	-1.016414	-0.0497738	-0.001911938	-9.97447
1043	-1.015437	-0.0496886	-0.001788532	-9.96491
1044	-1.014507	-0.049676	-0.001804318	-9.95535
1045	-1.013489	-0.0496474	-0.001758729	-9.94604
1046	-1.012471	-0.0495792	-0.001742419	-9.93653
1047	-1.011526	-0.0495044	-0.001773663	-9.92691
1048	-1.010478	-0.0494631	-0.00179351	-9.91744
1049	-1.009508	-0.0494267	-0.001780574	-9.90777
1050	-1.008495	-0.0493718	-0.001760235	-9.89808
1051	-1.00751	-0.0493087	-0.001772648	-9.88843
1052	-1.006529	-0.049259	-0.001818074	-9.87882
1053	-1.005549	-0.0492069	-0.001803991	-9.8695
1054	-1.004551	-0.0490925	-0.001861993	-9.85965
1055	-1.003488	-0.0491552	-0.001857702	-9.84985
1056	-1.002462	-0.0490941	-0.001821447	-9.84024
1057	-1.00148	-0.049015	-0.00186232	-9.83051
1058	-1.000551	-0.0490166	-0.00179125	-9.82167
1059	-0.99961	-0.0489724	-0.001784274	-9.81203
1060	-0.99863	-0.0488168	-0.001735705	-9.80234
1061	-0.997614	-0.0487909	-0.00168838	-9.79261
1062	-0.996609	-0.048739	-0.001798718	-9.7828
1063	-0.995548	-0.0486788	-0.00173767	-9.77313
1064	-0.994546	-0.0486478	-0.001839394	-9.76333
1065	-0.993541	-0.0486845	-0.001785257	-9.7536
1066	-0.99251	-0.0486222	-0.001755552	-9.74374
1067	-0.991495	-0.0485338	-0.001769471	-9.73397
1068	-0.990512	-0.0485254	-0.001764558	-9.72473
1069	-0.989549	-0.0483873	-0.001780606	-9.71487
1070	-0.988542	-0.048328	-0.001760497	-9.70512
1071	-0.987498	-0.0482811	-0.0017791	-9.69548
1072	-0.986478	-0.0482828	-0.001772386	-9.68587
1073	-0.985464	-0.0482654	-0.001799373	-9.67639
1074	-0.984532	-0.0481853	-0.001814962	-9.66683
1075	-0.98354	-0.0481333	-0.001832812	-9.65729
1076	-0.982493	-0.0480556	-0.001779558	-9.64774
1077	-0.981504	-0.047983	-0.001777659	-9.63802
1078	-0.980518	-0.0479313	-0.001799897	-9.6286
1079	-0.979443	-0.0479354	-0.001794493	-9.61908
1080	-0.978481	-0.0478833	-0.001788663	-9.60955
1081	-0.9775	-0.0478192	-0.001840115	-9.60043
1082	-0.976449	-0.0477755	-0.001842768	-9.59084
1083	-0.975586	-0.0477766	-0.001766491	-9.58167
1084	-0.974505	-0.0476792	-0.00183851	-9.57199
1085	-0.973508	-0.0476795	-0.001813095	-9.56284
1086	-0.972478	-0.0476636	-0.001847353	-9.55309
1087	-0.971467	-0.0476001	-0.001855934	-9.54362
1088	-0.970459	-0.0475625	-0.001853707	-9.53424
1089	-0.969423	-0.047457	-0.001760399	-9.52492
1090	-0.968478	-0.0474158	-0.001731251	-9.51548
1091	-0.967523	-0.0474896	-0.00179803	-9.50615
1092	-0.966452	-0.0473422	-0.001783161	-9.49693
1093	-0.965534	-0.0472716	-0.001887866	-9.48771
1094	-0.964554	-0.0472886	-0.001841359	-9.47871
1095	-0.96347	-0.0472667	-0.001885639	-9.46922
1096	-0.962409	-0.0471853	-0.001842538	-9.45996
1097	-0.961464	-0.0471473	-0.001925661	-9.45077
1098	-0.960455	-0.0471004	-0.001819547	-9.44179
1099	-0.95945	-0.0470717	-0.001789678	-9.43233
1100	-0.958505	-0.0469561	-0.001817189	-9.42321
1101	-0.957544	-0.0469246	-0.001831665	-9.41412
1102	-0.956468	-0.0468214	-0.001758008	-9.40481
1103	-0.955444	-0.0468419	-0.00178136	-9.39539
1104	-0.954462	-0.0467946	-0.001775039	-9.38606
1105	-0.953432	-0.0467219	-0.001760465	-9.37675
1106	-0.952496	-0.0466263	-0.00180815	-9.3677
1107	-0.951514	-0.046623	-0.00178624	-9.35831
1108	-0.950512	-0.0465256	-0.001774416	-9.34892
1109	-0.949565	-0.0464601	-0.001774187	-9.33928
1110	-0.948503	-0.0464148	-0.001781392	-9.32971
1111	-0.94758	-0.0463801	-0.001801862	-9.31981
1112	-0.946475	-0.0463851	-0.001779329	-9.31006
1113	-0.945552	-0.0463436	-0.001761676	-9.30058
1114	-0.944585	-0.0462699	-0.001670727	-9.29047
1115	-0.943562	-0.0461704	-0.00175529	-9.28092
1116	-0.942529	-0.046141	-0.001774056	-9.27079
1117	-0.941562	-0.0460918	-0.001780967	-9.26053
1118	-0.94049	-0.0460359	-0.001762266	-9.25035
1119	-0.939501	-0.0460341	-0.001780475	-9.24017
1120	-0.938558	-0.0459441	-0.001786927	-9.23051
1121	-0.9375	-0.0459265	-0.001770486	-9.22023
1122	-0.936555	-0.0458749	-0.001767277	-9.2103
1123	-0.935511	-0.0458446	-0.001770945	-9.20024
1124	-0.934547	-0.0458291	-0.001757943	-9.19049
1125	-0.933615	-0.0457775	-0.001770945	-9.18073
1126	-0.932574	-0.0457931	-0.001790071	-9.17035
1127	-0.931542	-0.0456801	-0.001775628	-9.1602
1128	-0.930504	-0.0456202	-0.001800912	-9.15014
1129	-0.929501	-0.0455692	-0.001744908	-9.13999
1130	-0.928581	-0.0454763	-0.001781458	-9.13086
1131	-0.927581	-0.0454714	-0.001784962	-9.12078
1132	-0.926552	-0.0453628	-0.001832025	-9.11061
1133	-0.925602	-0.045324	-0.001805497	-9.10061
1134	-0.924614	-0.0452449	-0.001850792	-9.09052
1135	-0.923576	-0.045278	-0.00179875	-9.0803
1136	-0.922537	-0.0452184	-0.001774416	-9.07019
1137	-0.921531	-0.0451413	-0.001773991	-9.06046
1138	-0.920483	-0.0450228	-0.001814045	-9.05067
1139	-0.919583	-0.0449777	-0.001809427	-9.04097
1140	-0.918583	-0.0449344	-0.001733478	-9.03089
1141	-0.917566	-0.04497	-0.001807691	-9.02111
1142	-0.916564	-0.0448856	-0.00176148	-9.01095
1143	-0.915564	-0.0448796	-0.001777954	-9.0012
1144	-0.914552	-0.0447953	-0.00176053	-8.99112
1145	-0.913579	-0.0447113	-0.001802189	-8.98085
1146	-0.912509	-0.0446272	-0.001808707	-8.97073
1147	-0.911456	-0.0445608	-0.001870606	-8.96076
1148	-0.910561	-0.0445589	-0.001842047	-8.95074
1149	-0.909552	-0.0445429	-0.001901523	-8.94081
1150	-0.908523	-0.0444803	-0.001830453	-8.93079
1151	-0.907518	-0.0444557	-0.001737801	-8.92108
1152	-0.906544	-0.0444134	-0.001791152	-8.91083
1153	-0.905501	-0.0443519	-0.001814733	-8.90077
1154	-0.904521	-0.0442753	-0.001808477	-8.89085
1155	-0.903473	-0.0442224	-0.001849973	-8.88076
1156	-0.902421	-0.0441882	-0.001801829	-8.87069
1157	-0.901477	-0.0441288	-0.001825704	-8.86097
1158	-0.900533	-0.044098	-0.001873455	-8.8511
1159	-0.899566	-0.0440063	-0.001811523	-8.8413
1160	-0.898512	-0.0439814	-0.001785683	-8.83142
1161	-0.897544	-0.0439133	-0.0017622	-8.82122
1162	-0.896571	-0.0438677	-0.001798587	-8.81142
1163	-0.895582	-0.0438269	-0.001851905	-8.80112
1164	-0.894629	-0.0437904	-0.001858226	-8.7915
1165	-0.893583	-0.0437454	-0.00181303	-8.78137
1166	-0.892526	-0.0436689	-0.001818106	-8.77135
1167	-0.891501	-0.0436147	-0.001833335	-8.76142
1168	-0.890483	-0.0435175	-0.001850104	-8.75135
1169	-0.88944	-0.0435284	-0.001801927	-8.74139
1170	-0.888498	-0.0435271	-0.001838838	-8.73171
1171	-0.887512	-0.0434876	-0.001892091	-8.7219
1172	-0.886477	-0.0434414	-0.001918193	-8.71205
1173	-0.885523	-0.0433414	-0.001821316	-8.70223
1174	-0.884544	-0.0433219	-0.001884951	-8.69243
1175	-0.883635	-0.0432747	-0.001822757	-8.68261
1176	-0.882594	-0.0431678	-0.001847844	-8.67272
1177	-0.881586	-0.0431801	-0.001863106	-8.6628
1178	-0.880549	-0.0431039	-0.001850333	-8.65278
1179	-0.8796	-0.0431283	-0.001799667	-8.64312
1180	-0.878498	-0.0430791	-0.001900508	-8.63304
1181	-0.87752	-0.0430676	-0.001871949	-8.62324
1182	-0.876541	-0.0429757	-0.001825017	-8.6135
1183	-0.875553	-0.0429016	-0.001875519	-8.60369
1184	-0.874484	-0.0427685	-0.001840508	-8.5937
1185	-0.873493	-0.0428296	-0.001804384	-8.58363
1186	-0.872517	-0.0427201	-0.001849154	-8.57372
1187	-0.871481	-0.0426473	-0.001742812	-8.56382
1188	-0.870547	-0.0426482	-0.001766556	-8.55413
1189	-0.869544	-0.0426054	-0.001781294	-8.54395
1190	-0.868584	-0.0424733	-0.001798325	-8.5341
1191	-0.867607	-0.0424288	-0.001809493	-8.52413
1192	-0.866541	-0.0423989	-0.001809362	-8.51425
1193	-0.865534	-0.0423651	-0.001843259	-8.50405
1194	-0.864533	-0.0422622	-0.001827178	-8.49425
1195	-0.863477	-0.0423072	-0.001868772	-8.4843
1196	-0.862497	-0.0423284	-0.001820268	-8.47429
1197	-0.861496	-0.0422748	-0.001769176	-8.46463
1198	-0.860524	-0.0421816	-0.001780312	-8.45474
1199	-0.859493	-0.0420933	-0.001779034	-8.4446
1200	-0.858519	-0.042123	-0.001713008	-8.43475
1201	-0.857661	-0.0420689	-0.00173898	-8.42576
1202	-0.856707	-0.0419666	-0.001673773	-8.41595
1203	-0.855664	-0.0419373	-0.001689952	-8.40601
1204	-0.854663	-0.0418025	-0.001742157	-8.39595
1205	-0.853609	-0.0418031	-0.001736687	-8.38585
1206	-0.852652	-0.0417587	-0.001800748	-8.37581
1207	-0.851519	-0.0416716	-0.001773827	-8.36566
1208	-0.850557	-0.0415928	-0.001768914	-8.35542
1209	-0.849587	-0.0416251	-0.001720836	-8.34519
1210	-0.848592	-0.0415795	-0.001770061	-8.33513
1211	-0.847598	-0.0414842	-0.001746807	-8.32515
1212	-0.846598	-0.0414058	-0.001791807	-8.31506
1213	-0.845547	-0.0413488	-0.0017491	-8.30495
1214	-0.844517	-0.0413104	-0.001811687	-8.29489
1215	-0.843536	-0.0412761	-0.001856687	-8.28471
1216	-0.84251	-0.0412469	-0.001788041	-8.27462
1217	-0.84155	-0.0411689	-0.001790333	-8.2645
1218	-0.840535	-0.0410665	-0.001848565	-8.25457
1219	-0.839539	-0.0410567	-0.001826523	-8.24464
1220	-0.838552	-0.0410236	-0.001832812	-8.23478
1221	-0.837497	-0.0409343	-0.001784897	-8.22447
1222	-0.836473	-0.0408786	-0.001779034	-8.2145
1223	-0.835459	-0.0408138	-0.001793805	-8.20429
1224	-0.834498	-0.0408092	-0.001852593	-8.19447
1225	-0.833503	-0.0407679	-0.001814438	-8.18447
1226	-0.83251	-0.0407246	-0.001792855	-8.17461
1227	-0.831483	-0.0406754	-0.00174124	-8.1647
1228	-0.830522	-0.040624	-0.001806709	-8.15462
1229	-0.82946	-0.0405301	-0.001884296	-8.14483
1230	-0.828556	-0.0404899	-0.001845486	-8.1349
1231	-0.827614	-0.040443	-0.001845159	-8.12482
1232	-0.826623	-0.0403899	-0.001854591	-8.11476
1233	-0.825545	-0.0403579	-0.001769766	-8.10472
1234	-0.824577	-0.040388	-0.001867659	-8.0945
1235	-0.823583	-0.0402678	-0.001836021	-8.08452
1236	-0.822609	-0.0402387	-0.001827899	-8.07452
1237	-0.82162	-0.040155	-0.001837135	-8.0642
1238	-0.82053	-0.0401084	-0.001870475	-8.05396
1239	-0.819588	-0.0400367	-0.001860093	-8.04378
1240	-0.818564	-0.0400432	-0.001851152	-8.03357
1241	-0.817485	-0.0400104	-0.0018147	-8.02343
1242	-0.816473	-0.0399085	-0.001836119	-8.01323
1243	-0.815416	-0.0399049	-0.00183946	-8.00301
1244	-0.814515	-0.0397565	-0.001877222	-7.99298
1245	-0.813466	-0.0397866	-0.001828488	-7.98323
1246	-0.812576	-0.0397182	-0.001879547	-7.97344
1247	-0.811548	-0.0396788	-0.001846731	-7.96329
1248	-0.81059	-0.0396171	-0.00181375	-7.95335
1249	-0.809545	-0.0395883	-0.00187303	-7.94334
1250	-0.808632	-0.0394944	-0.001815945	-7.93347
1251	-0.807617	-0.0394479	-0.001773892	-7.9233
1252	-0.806586	-0.0394631	-0.0017716	-7.91327
1253	-0.805506	-0.0393725	-0.00181041	-7.90289
1254	-0.804465	-0.0393318	-0.001800781	-7.89292
1255	-0.803483	-0.0392467	-0.001817681	-7.88303
1256	-0.802506	-0.0392382	-0.001804809	-7.87301
1257	-0.801516	-0.0391867	-0.001838248	-7.86312
1258	-0.800547	-0.0391581	-0.001848663	-7.85328
1259	-0.799524	-0.0391639	-0.001850661	-7.8434
1260	-0.798555	-0.0390391	-0.001877746	-7.83352
1261	-0.797594	-0.0390213	-0.001836218	-7.82331
1262	-0.796611	-0.0389404	-0.001814242	-7.81377
1263	-0.795594	-0.0389712	-0.00182672	-7.80392
1264	-0.794559	-0.0388326	-0.00190863	-7.79375
1265	-0.793534	-0.0387298	-0.00187208	-7.78365
1266	-0.792518	-0.0387211	-0.001905846	-7.77344
1267	-0.791489	-0.0386675	-0.001871818	-7.76359
1268	-0.790551	-0.0386637	-0.001846993	-7.75343
1269	-0.789571	-0.038557	-0.001807495	-7.74358
1270	-0.788579	-0.03852	-0.001786207	-7.73355
1271	-0.787577	-0.038506	-0.001744908	-7.72359
1272	-0.786652	-0.038472	-0.001873161	-7.71414
1273	-0.785583	-0.0384178	-0.001790825	-7.70404
1274	-0.784608	-0.0382933	-0.001808641	-7.6939
1275	-0.783648	-0.0382429	-0.001814242	-7.68368
1276	-0.782558	-0.0382179	-0.001734624	-7.67347
1277	-0.78153	-0.0381521	-0.001817681	-7.66332
1278	-0.780547	-0.0381146	-0.001803532	-7.65313
1279	-0.779489	-0.0380645	-0.001819253	-7.64285
1280	-0.778479	-0.037957	-0.001816796	-7.63313
1281	-0.77748	-0.0379364	-0.001886621	-7.6229
1282	-0.776504	-0.0379576	-0.001888979	-7.61315
1283	-0.775511	-0.0379613	-0.001854165	-7.60308
1284	-0.774534	-0.0378457	-0.001883314	-7.59329
1285	-0.773601	-0.0378013	-0.001873062	-7.58338
1286	-0.772577	-0.037766	-0.001884853	-7.57351
1287	-0.771646	-0.0376963	-0.001790268	-7.56361
1288	-0.770619	-0.0376035	-0.001857408	-7.55352
1289	-0.769562	-0.0375775	-0.001827768	-7.5434
1290	-0.768541	-0.0375093	-0.001821611	-7.53337
1291	-0.767582	-0.0375355	-0.001864252	-7.52327
1292	-0.766527	-0.0374342	-0.001841818	-7.51327
1293	-0.765488	-0.0374016	-0.001778379	-7.50341
1294	-0.764471	-0.0373318	-0.001785323	-7.49313
1295	-0.763493	-0.0372817	-0.001771993	-7.48323
1296	-0.762476	-0.0371889	-0.001740552	-7.47343
1297	-0.76153	-0.0371194	-0.001785159	-7.46357
1298	-0.760439	-0.0371095	-0.001751327	-7.4535
1299	-0.759461	-0.0370473	-0.001685367	-7.44371
1300	-0.758475	-0.0369569	-0.001729875	-7.43366
1301	-0.75746	-0.0369295	-0.001765737	-7.42379
1302	-0.756486	-0.0369905	-0.001800191	-7.41383
1303	-0.755576	-0.036883	-0.001757746	-7.40428
1304	-0.754511	-0.0368808	-0.00175077	-7.39424
1305	-0.753536	-0.0367178	-0.001833139	-7.38449
1306	-0.752502	-0.036727	-0.001767964	-7.37452
1307	-0.751578	-0.036682	-0.001844602	-7.36459
1308	-0.750571	-0.036659	-0.001827408	-7.35473
1309	-0.749583	-0.0365768	-0.001820104	-7.34473
1310	-0.748594	-0.0365041	-0.00180589	-7.33484
1311	-0.747575	-0.0364997	-0.001853608	-7.32481
1312	-0.746512	-0.0364223	-0.001856327	-7.31482
1313	-0.745565	-0.0363696	-0.001831698	-7.30492
1314	-0.744459	-0.0363486	-0.001773598	-7.29494
1315	-0.743522	-0.0363178	-0.001831731	-7.28503
1316	-0.742545	-0.0362745	-0.001827342	-7.27511
1317	-0.741477	-0.0361881	-0.00183517	-7.26551
1318	-0.740537	-0.0361579	-0.001871982	-7.25582
1319	-0.739521	-0.0361087	-0.001884951	-7.24569
1320	-0.738575	-0.0360919	-0.001878303	-7.23593
1321	-0.737549	-0.0360104	-0.001888881	-7.2259
1322	-0.736564	-0.0359753	-0.001865169	-7.21618
1323	-0.73556	-0.0358756	-0.001819056	-7.2062
1324	-0.734626	-0.0358473	-0.001848794	-7.19623
1325	-0.733549	-0.035885	-0.001817288	-7.18628
1326	-0.732566	-0.0358423	-0.001846174	-7.1764
1327	-0.731541	-0.0357753	-0.00181863	-7.1663
1328	-0.730493	-0.0357238	-0.001822102	-7.15633
1329	-0.729497	-0.0355612	-0.001801698	-7.14648
1330	-0.728499	-0.0355558	-0.001770781	-7.13696
1331	-0.727448	-0.0355632	-0.001797375	-7.12691
1332	-0.726511	-0.0354567	-0.001776709	-7.11721
1333	-0.725514	-0.0354045	-0.00183589	-7.10751
1334	-0.72463	-0.0352949	-0.001879351	-7.09774
1335	-0.723534	-0.0352435	-0.001861993	-7.08788
1336	-0.72254	-0.0352294	-0.001852921	-7.0778
1337	-0.721532	-0.0351067	-0.001784438	-7.06772
1338	-0.720552	-0.0351487	-0.001883838	-7.05783
1339	-0.71956	-0.0350401	-0.001865726	-7.04801
1340	-0.718512	-0.0349343	-0.001817124	-7.03796
1341	-0.717552	-0.0349685	-0.001772746	-7.02767
1342	-0.716593	-0.0349384	-0.001807528	-7.01773
1343	-0.715689	-0.0348738	-0.001794493	-7.00863
1344	-0.714674	-0.0348454	-0.001858816	-6.99843
1345	-0.713657	-0.0347409	-0.001741043	-6.98834
1346	-0.712605	-0.0347696	-0.001791152	-6.97786
1347	-0.711624	-0.0346264	-0.001758892	-6.96756
1348	-0.710629	-0.0346226	-0.001714351	-6.95748
1349	-0.709572	-0.0345892	-0.001785584	-6.94741
1350	-0.708597	-0.0345968	-0.001746414	-6.93736
1351	-0.707574	-0.0345046	-0.001814111	-6.92707
1352	-0.706554	-0.0344439	-0.001770519	-6.91707
